gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사481455,2023,10.0,10.0,17.0,15.0,14.0,10.0,18.0,16.0,20.0,26.0,17.0,13.0,0.0,7.0,,0.0,,0.0
다사482448,2023,19.0,15.0,36.0,46.0,49.0,42.0,36.0,39.0,35.0,40.0,22.0,19.0,10.0,7.0,0.0,0.0,,
다사485449,2023,28.0,34.0,38.0,45.0,46.0,50.0,43.0,48.0,28.0,22.0,7.0,7.0,0.0,0.0,,0.0,,
다사464463,2023,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,
다사490461,2023,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,
다사469467,2023,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,
다사483465,2023,21.0,17.0,32.0,22.0,12.0,13.0,29.0,20.0,23.0,15.0,12.0,11.0,7.0,12.0,,0.0,,
다사477466,2023,,,0.0,,0.0,,31.0,0.0,23.0,0.0,0.0,,,0.0,,,,
다사467434,2023,38.0,39.0,35.0,25.0,26.0,15.0,33.0,34.0,37.0,41.0,18.0,32.0,10.0,10.0,0.0,0.0,,
다사467439,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사486463,2023,56.0,76.0,79.0,52.0,37.0,31.0,43.0,35.0,37.0,38.0,16.0,26.0,13.0,12.0,0.0,,,
다사462475,2023,10.0,19.0,21.0,25.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
다사473434,2023,17.0,14.0,8.0,10.0,13.0,0.0,19.0,24.0,21.0,20.0,0.0,21.0,13.0,9.0,0.0,0.0,,
다사489464,2023,6.0,0.0,17.0,9.0,11.0,8.0,12.0,10.0,11.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0,,
다사468434,2023,7.0,0.0,8.0,0.0,11.0,9.0,9.0,17.0,16.0,21.0,13.0,20.0,6.0,0.0,,0.0,,
다사471476,2023,37.0,32.0,22.0,26.0,32.0,29.0,46.0,49.0,32.0,31.0,11.0,8.0,9.0,12.0,0.0,0.0,,0.0
다사477467,2023,0.0,,12.0,0.0,9.0,,25.0,0.0,26.0,6.0,0.0,0.0,,,,,,
다사467441,2023,20.0,10.0,42.0,17.0,28.0,12.0,25.0,17.0,18.0,11.0,8.0,6.0,0.0,0.0,,0.0,,
다사489479,2023,,,,,,,,,0.0,,,,,,,,,
다사463478,2023,32.0,21.0,55.0,49.0,57.0,52.0,42.0,41.0,31.0,36.0,18.0,29.0,12.0,18.0,0.0,,,
다사482454,2023,30.0,36.0,64.0,50.0,38.0,37.0,53.0,66.0,62.0,74.0,20.0,20.0,8.0,14.0,0.0,0.0,,
다사457474,2023,0.0,7.0,6.0,0.0,0.0,0.0,12.0,7.0,7.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,,
다사464491,2023,0.0,10.0,28.0,42.0,9.0,13.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,,,,
다사477440,2023,,0.0,0.0,6.0,,0.0,,,,,,,,,,,,
다사492466,2023,36.0,48.0,39.0,40.0,26.0,43.0,54.0,63.0,85.0,82.0,60.0,60.0,35.0,36.0,0.0,9.0,,
다사464457,2023,23.0,35.0,113.0,121.0,67.0,64.0,37.0,34.0,21.0,17.0,9.0,15.0,0.0,0.0,,0.0,,
다사497474,2023,9.0,15.0,7.0,8.0,11.0,14.0,16.0,14.0,13.0,14.0,6.0,9.0,7.0,14.0,0.0,0.0,,
다사456466,2023,15.0,20.0,0.0,17.0,26.0,29.0,28.0,26.0,24.0,28.0,18.0,18.0,0.0,6.0,,0.0,,
다사478453,2023,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,
다사468456,2023,46.0,52.0,57.0,43.0,50.0,46.0,74.0,76.0,67.0,66.0,39.0,41.0,17.0,38.0,,7.0,,
다사487451,2023,22.0,16.0,22.0,16.0,11.0,11.0,18.0,25.0,25.0,27.0,8.0,7.0,6.0,9.0,0.0,0.0,,
다사476478,2023,41.0,55.0,81.0,67.0,25.0,15.0,16.0,0.0,14.0,7.0,9.0,0.0,0.0,0.0,,0.0,,
다사485457,2023,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
다사472439,2023,20.0,11.0,17.0,13.0,22.0,15.0,27.0,27.0,35.0,27.0,21.0,35.0,14.0,13.0,0.0,0.0,,
다사474460,2023,60.0,45.0,58.0,82.0,68.0,57.0,69.0,94.0,55.0,47.0,18.0,27.0,12.0,14.0,0.0,0.0,,
다사479444,2023,41.0,32.0,74.0,80.0,65.0,47.0,45.0,73.0,55.0,62.0,28.0,37.0,10.0,22.0,0.0,6.0,,
다사470433,2023,24.0,24.0,36.0,21.0,17.0,8.0,7.0,13.0,19.0,18.0,20.0,16.0,0.0,0.0,0.0,0.0,,
다사482462,2023,38.0,29.0,33.0,40.0,44.0,38.0,45.0,50.0,46.0,52.0,30.0,30.0,9.0,11.0,,0.0,,
다사461490,2023,0.0,6.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,
다사463470,2023,14.0,25.0,117.0,128.0,60.0,86.0,45.0,66.0,17.0,40.0,9.0,22.0,0.0,0.0,,,,
다사468476,2023,31.0,19.0,32.0,16.0,20.0,9.0,22.0,15.0,21.0,14.0,10.0,6.0,0.0,0.0,,0.0,,
다사479442,2023,21.0,23.0,45.0,62.0,46.0,28.0,27.0,41.0,27.0,35.0,20.0,24.0,6.0,7.0,,0.0,,
다사480462,2023,24.0,26.0,32.0,26.0,42.0,33.0,39.0,41.0,46.0,37.0,15.0,20.0,10.0,11.0,0.0,0.0,,
다사470459,2023,49.0,79.0,125.0,124.0,87.0,83.0,63.0,72.0,45.0,43.0,15.0,21.0,11.0,16.0,0.0,0.0,,
다사489456,2023,9.0,10.0,18.0,19.0,16.0,14.0,14.0,10.0,11.0,21.0,9.0,10.0,6.0,0.0,0.0,0.0,,
다사490469,2023,7.0,14.0,6.0,7.0,14.0,18.0,15.0,21.0,7.0,10.0,16.0,24.0,12.0,10.0,0.0,0.0,,
다사470449,2023,9.0,12.0,11.0,7.0,7.0,0.0,14.0,17.0,8.0,8.0,8.0,6.0,0.0,0.0,,0.0,,
다사480454,2023,12.0,12.0,21.0,7.0,22.0,15.0,25.0,18.0,22.0,27.0,15.0,19.0,9.0,12.0,,0.0,,
다사475443,2023,24.0,20.0,44.0,24.0,20.0,13.0,29.0,27.0,29.0,36.0,10.0,18.0,10.0,11.0,0.0,0.0,,
다사501471,2023,15.0,13.0,15.0,10.0,22.0,39.0,30.0,27.0,19.0,19.0,16.0,15.0,6.0,8.0,0.0,0.0,,
다사480443,2023,29.0,8.0,23.0,21.0,22.0,16.0,23.0,27.0,19.0,18.0,11.0,17.0,0.0,0.0,,0.0,,
다사465462,2023,,,0.0,,,,0.0,0.0,0.0,,,0.0,,0.0,,,,
다사477465,2023,,,,,,,0.0,,,,0.0,,,,,,,
다사454473,2023,9.0,13.0,10.0,6.0,9.0,13.0,12.0,14.0,10.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,,
다사473467,2023,0.0,0.0,7.0,0.0,7.0,0.0,27.0,0.0,28.0,0.0,10.0,0.0,0.0,0.0,,,,
다사502469,2023,12.0,14.0,19.0,37.0,36.0,36.0,33.0,28.0,17.0,27.0,16.0,14.0,0.0,13.0,0.0,0.0,,
다사470441,2023,11.0,9.0,20.0,15.0,11.0,0.0,8.0,13.0,16.0,11.0,11.0,25.0,6.0,7.0,,,,
다사476461,2023,32.0,24.0,43.0,43.0,16.0,22.0,40.0,34.0,48.0,36.0,18.0,17.0,9.0,18.0,0.0,0.0,,
다사496468,2023,,,,,,,0.0,,,,,,,,,,,
다사473445,2023,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,,,,,,
다사486451,2023,17.0,14.0,15.0,19.0,20.0,19.0,14.0,20.0,28.0,32.0,23.0,27.0,7.0,11.0,0.0,0.0,,
다사479457,2023,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,
다사478467,2023,,,0.0,,0.0,0.0,9.0,,9.0,0.0,,0.0,,,,,,
다사470451,2023,16.0,21.0,18.0,20.0,25.0,32.0,32.0,33.0,35.0,39.0,0.0,14.0,0.0,7.0,0.0,,,
다사472472,2023,12.0,22.0,9.0,11.0,11.0,18.0,23.0,27.0,21.0,19.0,12.0,15.0,15.0,14.0,,0.0,,
다사475472,2023,12.0,14.0,26.0,24.0,18.0,11.0,26.0,20.0,33.0,27.0,30.0,34.0,12.0,20.0,,0.0,,
다사460463,2023,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,
다사485476,2023,12.0,18.0,50.0,62.0,22.0,22.0,0.0,0.0,0.0,0.0,,0.0,,,,,,
다사465478,2023,14.0,19.0,23.0,20.0,14.0,19.0,15.0,22.0,18.0,18.0,14.0,10.0,6.0,0.0,,0.0,,
다사482456,2023,20.0,11.0,20.0,17.0,13.0,12.0,27.0,33.0,27.0,34.0,14.0,15.0,0.0,7.0,0.0,0.0,,
다사484460,2023,10.0,15.0,14.0,9.0,7.0,8.0,12.0,9.0,8.0,15.0,8.0,0.0,0.0,8.0,0.0,0.0,,
다사477444,2023,12.0,21.0,60.0,46.0,33.0,23.0,19.0,27.0,25.0,22.0,14.0,17.0,0.0,10.0,,0.0,,
다사475450,2023,15.0,7.0,15.0,10.0,0.0,9.0,24.0,25.0,26.0,33.0,13.0,25.0,0.0,11.0,0.0,0.0,,
다사470439,2023,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,
다사468479,2023,30.0,39.0,32.0,18.0,13.0,9.0,11.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,,
다사454472,2023,13.0,24.0,53.0,53.0,28.0,39.0,17.0,15.0,21.0,26.0,10.0,9.0,0.0,0.0,0.0,0.0,,
다사479466,2023,38.0,93.0,100.0,62.0,19.0,0.0,28.0,8.0,28.0,13.0,16.0,0.0,,,,0.0,,
다사483462,2023,16.0,12.0,24.0,15.0,15.0,15.0,20.0,26.0,15.0,22.0,13.0,14.0,6.0,10.0,,,,
다사471452,2023,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,
다사487462,2023,25.0,23.0,49.0,24.0,18.0,6.0,21.0,17.0,18.0,15.0,11.0,6.0,7.0,0.0,,,,
다사469457,2023,23.0,23.0,26.0,34.0,19.0,23.0,33.0,37.0,32.0,29.0,8.0,10.0,0.0,0.0,,0.0,,
다사466488,2023,31.0,63.0,93.0,68.0,26.0,36.0,16.0,21.0,15.0,19.0,12.0,11.0,6.0,0.0,,0.0,,
다사469438,2023,7.0,10.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,13.0,12.0,12.0,0.0,6.0,0.0,0.0,,
다사464462,2023,,,0.0,,0.0,,0.0,,,0.0,,,,0.0,,,,
다사487478,2023,,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사472481,2023,14.0,28.0,11.0,26.0,28.0,32.0,36.0,36.0,32.0,39.0,22.0,29.0,12.0,8.0,0.0,0.0,,
다사482447,2023,22.0,27.0,46.0,56.0,78.0,76.0,45.0,55.0,39.0,34.0,15.0,22.0,0.0,17.0,0.0,,,
다사469441,2023,,,,,,,,,0.0,,,,,,,,,
다사472484,2023,9.0,9.0,21.0,14.0,0.0,6.0,6.0,7.0,6.0,10.0,8.0,6.0,0.0,0.0,,0.0,,
다사470479,2023,35.0,46.0,81.0,80.0,48.0,50.0,39.0,53.0,46.0,44.0,20.0,21.0,0.0,8.0,0.0,0.0,,
다사468443,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,
다사464487,2023,21.0,22.0,38.0,32.0,36.0,34.0,34.0,33.0,31.0,25.0,10.0,21.0,11.0,11.0,0.0,,,
다사477448,2023,,0.0,,6.0,,19.0,,40.0,,50.0,,21.0,,13.0,,,,
다사474475,2023,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사489458,2023,43.0,55.0,63.0,54.0,21.0,17.0,30.0,31.0,30.0,28.0,10.0,7.0,10.0,14.0,0.0,0.0,,
다사467449,2023,19.0,17.0,13.0,15.0,23.0,14.0,30.0,33.0,26.0,23.0,9.0,15.0,8.0,6.0,,,,
다사474469,2023,0.0,6.0,7.0,6.0,12.0,0.0,15.0,16.0,17.0,20.0,12.0,14.0,0.0,8.0,0.0,0.0,,
다사460495,2023,24.0,21.0,35.0,30.0,25.0,18.0,31.0,33.0,35.0,23.0,14.0,19.0,7.0,9.0,,0.0,,
다사474435,2023,7.0,8.0,10.0,7.0,13.0,16.0,8.0,11.0,11.0,13.0,7.0,9.0,0.0,0.0,0.0,,,
다사480448,2023,19.0,20.0,17.0,26.0,32.0,29.0,25.0,33.0,21.0,16.0,7.0,6.0,0.0,0.0,0.0,,,
다사474434,2023,0.0,6.0,7.0,0.0,0.0,0.0,7.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,
다사468446,2023,23.0,19.0,25.0,21.0,17.0,14.0,41.0,40.0,43.0,39.0,18.0,22.0,6.0,10.0,0.0,0.0,,
다사467456,2023,28.0,42.0,49.0,36.0,30.0,17.0,41.0,35.0,52.0,43.0,27.0,26.0,12.0,11.0,,0.0,,
다사472478,2023,20.0,26.0,34.0,49.0,72.0,79.0,43.0,41.0,29.0,29.0,15.0,9.0,0.0,6.0,0.0,,,
다사470452,2023,20.0,33.0,92.0,79.0,56.0,43.0,35.0,54.0,44.0,49.0,16.0,29.0,6.0,13.0,,0.0,,
다사458468,2023,21.0,16.0,31.0,39.0,64.0,63.0,29.0,29.0,13.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,,
다사478474,2023,6.0,14.0,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,
다사471444,2023,23.0,17.0,18.0,10.0,27.0,21.0,35.0,40.0,28.0,33.0,20.0,27.0,9.0,13.0,0.0,0.0,,
다사471455,2023,19.0,14.0,15.0,10.0,25.0,22.0,33.0,20.0,19.0,14.0,22.0,23.0,8.0,13.0,,0.0,,
다사464459,2023,,,,,0.0,0.0,,,0.0,,,,,,,,,
다사462494,2023,12.0,18.0,89.0,84.0,26.0,25.0,14.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,,,,
다사457469,2023,15.0,37.0,74.0,99.0,74.0,80.0,36.0,33.0,27.0,29.0,11.0,17.0,7.0,0.0,,,,
다사488461,2023,39.0,109.0,59.0,82.0,18.0,28.0,15.0,14.0,13.0,20.0,0.0,13.0,8.0,7.0,0.0,,,
다사464458,2023,,,,,0.0,,0.0,,,0.0,0.0,,,,,,,
다사478460,2023,6.0,9.0,33.0,11.0,0.0,9.0,14.0,8.0,8.0,9.0,10.0,8.0,0.0,0.0,,,,
다사460473,2023,13.0,30.0,50.0,35.0,26.0,28.0,21.0,15.0,14.0,13.0,9.0,15.0,10.0,7.0,0.0,0.0,,
다사462459,2023,,,,,,,,,0.0,,0.0,0.0,,,,,,
다사479446,2023,0.0,12.0,13.0,15.0,13.0,13.0,24.0,26.0,33.0,27.0,21.0,30.0,9.0,18.0,0.0,0.0,,
다사457464,2023,18.0,12.0,33.0,20.0,13.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사487448,2023,11.0,11.0,22.0,21.0,15.0,14.0,23.0,13.0,23.0,10.0,18.0,10.0,0.0,8.0,0.0,,,
다사466479,2023,20.0,15.0,19.0,27.0,29.0,26.0,23.0,20.0,21.0,26.0,9.0,10.0,9.0,11.0,0.0,0.0,,
다사484444,2023,43.0,42.0,50.0,49.0,19.0,15.0,23.0,20.0,21.0,21.0,13.0,15.0,0.0,0.0,,,,
다사465457,2023,18.0,27.0,89.0,96.0,61.0,63.0,45.0,31.0,42.0,55.0,29.0,29.0,8.0,9.0,0.0,0.0,,
다사471463,2023,,,,,8.0,0.0,8.0,0.0,7.0,0.0,9.0,0.0,0.0,,,0.0,,
다사469470,2023,0.0,10.0,18.0,11.0,14.0,0.0,30.0,8.0,41.0,15.0,13.0,10.0,0.0,0.0,,,,
다사468486,2023,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,
다사471446,2023,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
다사472460,2023,34.0,30.0,31.0,44.0,40.0,40.0,57.0,59.0,42.0,40.0,12.0,10.0,0.0,10.0,0.0,0.0,,
다사464474,2023,26.0,48.0,41.0,36.0,26.0,16.0,18.0,7.0,16.0,7.0,6.0,7.0,0.0,8.0,,0.0,,
다사476476,2023,6.0,9.0,22.0,13.0,6.0,8.0,6.0,10.0,9.0,6.0,0.0,0.0,,0.0,,,,
다사483460,2023,12.0,9.0,19.0,8.0,6.0,10.0,18.0,11.0,27.0,18.0,12.0,12.0,8.0,7.0,0.0,,,
다사472459,2023,28.0,41.0,31.0,44.0,44.0,43.0,40.0,49.0,40.0,38.0,20.0,15.0,0.0,9.0,,,,0.0
다사464445,2023,8.0,8.0,18.0,10.0,9.0,11.0,15.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,,,,
다사487457,2023,24.0,33.0,36.0,20.0,22.0,17.0,33.0,29.0,28.0,19.0,21.0,24.0,0.0,19.0,0.0,0.0,,
다사480467,2023,,,,,,0.0,0.0,,0.0,,,,,,,,,
다사499472,2023,22.0,20.0,16.0,23.0,29.0,39.0,38.0,29.0,22.0,18.0,0.0,10.0,9.0,0.0,0.0,0.0,,
다사483466,2023,60.0,102.0,110.0,85.0,12.0,7.0,0.0,0.0,0.0,,0.0,,,,,,,
다사465445,2023,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,12.0,10.0,9.0,0.0,0.0,7.0,,0.0,,
다사485459,2023,14.0,14.0,26.0,10.0,13.0,20.0,26.0,26.0,29.0,30.0,20.0,23.0,10.0,10.0,,0.0,,
다사460477,2023,12.0,0.0,20.0,22.0,32.0,30.0,13.0,14.0,6.0,10.0,7.0,0.0,0.0,,,,,
다사469446,2023,13.0,11.0,11.0,10.0,14.0,11.0,27.0,17.0,30.0,23.0,13.0,11.0,8.0,8.0,,,,
다사474474,2023,7.0,0.0,12.0,0.0,6.0,0.0,7.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,
다사504467,2023,51.0,61.0,43.0,63.0,78.0,103.0,92.0,88.0,70.0,75.0,48.0,61.0,35.0,49.0,0.0,6.0,,
다사468468,2023,9.0,9.0,0.0,0.0,8.0,12.0,15.0,15.0,9.0,8.0,0.0,0.0,0.0,0.0,,0.0,,
다사472468,2023,0.0,0.0,12.0,10.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,
다사470464,2023,,,,,,,,,,0.0,,,,,,,,
다사467487,2023,9.0,13.0,28.0,28.0,15.0,8.0,7.0,0.0,12.0,8.0,8.0,8.0,0.0,0.0,,,,
다사468483,2023,18.0,19.0,16.0,15.0,19.0,21.0,17.0,33.0,31.0,28.0,22.0,28.0,8.0,0.0,,,,
다사474452,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사476439,2023,34.0,26.0,48.0,36.0,27.0,21.0,38.0,47.0,46.0,59.0,23.0,27.0,8.0,25.0,0.0,0.0,0.0,
다사469454,2023,24.0,30.0,37.0,17.0,22.0,17.0,43.0,28.0,40.0,34.0,16.0,21.0,9.0,9.0,,0.0,,
다사477442,2023,11.0,7.0,7.0,12.0,16.0,14.0,22.0,11.0,13.0,18.0,17.0,15.0,0.0,10.0,,,,
다사466469,2023,14.0,33.0,61.0,95.0,66.0,58.0,43.0,56.0,42.0,63.0,29.0,44.0,19.0,23.0,0.0,6.0,,
다사456473,2023,11.0,0.0,12.0,0.0,11.0,9.0,13.0,16.0,17.0,10.0,0.0,8.0,0.0,11.0,,,,
다사465487,2023,0.0,9.0,9.0,7.0,0.0,,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,
다사486479,2023,9.0,12.0,48.0,40.0,21.0,28.0,18.0,10.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,
다사466443,2023,18.0,24.0,14.0,12.0,9.0,7.0,17.0,11.0,18.0,21.0,10.0,8.0,0.0,0.0,0.0,,,
다사481467,2023,12.0,67.0,57.0,53.0,13.0,8.0,0.0,,0.0,,,,,0.0,,,,
다사473463,2023,0.0,,9.0,0.0,21.0,0.0,48.0,11.0,82.0,10.0,36.0,19.0,11.0,7.0,0.0,0.0,,
다사472471,2023,63.0,64.0,93.0,64.0,19.0,16.0,13.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,,0.0,,
다사470484,2023,11.0,17.0,12.0,9.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사483456,2023,18.0,15.0,32.0,19.0,23.0,20.0,21.0,30.0,15.0,20.0,7.0,10.0,0.0,11.0,0.0,0.0,,
다사484456,2023,0.0,7.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,
다사492462,2023,7.0,15.0,36.0,20.0,23.0,26.0,20.0,21.0,18.0,22.0,14.0,16.0,0.0,8.0,0.0,,,
다사470475,2023,19.0,17.0,18.0,18.0,16.0,21.0,23.0,27.0,19.0,19.0,13.0,19.0,11.0,8.0,0.0,0.0,,
다사488470,2023,43.0,45.0,43.0,49.0,46.0,47.0,56.0,82.0,72.0,79.0,41.0,38.0,21.0,36.0,6.0,7.0,,
다사481458,2023,28.0,17.0,16.0,18.0,30.0,20.0,31.0,34.0,32.0,45.0,21.0,26.0,6.0,15.0,,,,
다사480461,2023,13.0,9.0,12.0,11.0,16.0,11.0,26.0,20.0,32.0,30.0,21.0,21.0,6.0,13.0,,0.0,,
다사475454,2023,16.0,10.0,27.0,12.0,33.0,15.0,18.0,29.0,25.0,41.0,15.0,25.0,12.0,10.0,0.0,,,
다사481456,2023,22.0,20.0,17.0,17.0,25.0,16.0,28.0,22.0,30.0,43.0,24.0,29.0,6.0,17.0,0.0,0.0,,
다사460491,2023,6.0,15.0,14.0,12.0,0.0,,0.0,,,,,,,,,,,
다사472457,2023,14.0,16.0,27.0,25.0,20.0,16.0,32.0,25.0,31.0,28.0,16.0,22.0,8.0,17.0,,0.0,,
다사474463,2023,,,,0.0,9.0,0.0,29.0,10.0,33.0,11.0,16.0,8.0,8.0,6.0,0.0,0.0,,
다사457472,2023,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,
다사504468,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,0.0,,,,
다사503468,2023,11.0,19.0,9.0,17.0,19.0,28.0,16.0,20.0,14.0,18.0,22.0,23.0,15.0,20.0,0.0,0.0,0.0,
다사468462,2023,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,
다사461466,2023,0.0,0.0,0.0,0.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,9.0,0.0,0.0,,0.0,,
다사465489,2023,40.0,65.0,55.0,73.0,21.0,19.0,22.0,12.0,13.0,9.0,0.0,15.0,0.0,7.0,,,,
다사490460,2023,13.0,19.0,17.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사456475,2023,,,,,,,0.0,,,,,0.0,0.0,,,,,
다사465480,2023,,,6.0,6.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,
다사463473,2023,8.0,20.0,33.0,26.0,13.0,12.0,13.0,9.0,9.0,12.0,6.0,14.0,0.0,9.0,,0.0,,
다사459476,2023,38.0,77.0,86.0,109.0,52.0,63.0,48.0,42.0,15.0,27.0,28.0,32.0,8.0,15.0,0.0,0.0,,
다사456463,2023,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,
다사467476,2023,11.0,10.0,28.0,16.0,9.0,9.0,12.0,10.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,,
다사467454,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
다사494466,2023,16.0,22.0,15.0,16.0,15.0,27.0,25.0,33.0,25.0,22.0,16.0,23.0,9.0,10.0,0.0,6.0,,
다사481447,2023,10.0,11.0,25.0,32.0,47.0,38.0,21.0,24.0,13.0,17.0,7.0,18.0,0.0,0.0,0.0,0.0,,
다사471478,2023,75.0,78.0,74.0,84.0,108.0,123.0,121.0,127.0,73.0,69.0,34.0,39.0,16.0,29.0,0.0,0.0,,
다사492461,2023,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,
다사468450,2023,13.0,11.0,17.0,12.0,20.0,19.0,35.0,21.0,28.0,26.0,20.0,18.0,9.0,16.0,,0.0,,
다사470486,2023,12.0,14.0,20.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
다사482445,2023,16.0,28.0,22.0,26.0,12.0,14.0,33.0,22.0,30.0,29.0,16.0,17.0,0.0,0.0,0.0,0.0,,
다사471457,2023,16.0,10.0,10.0,6.0,0.0,8.0,16.0,18.0,21.0,16.0,7.0,14.0,8.0,0.0,,0.0,,
다사470434,2023,18.0,7.0,21.0,10.0,18.0,18.0,16.0,12.0,25.0,29.0,18.0,25.0,9.0,17.0,,0.0,,
다사493467,2023,0.0,9.0,16.0,16.0,10.0,17.0,8.0,7.0,6.0,7.0,0.0,0.0,,,,,,
다사454466,2023,50.0,50.0,48.0,47.0,67.0,77.0,75.0,75.0,54.0,57.0,39.0,43.0,10.0,12.0,0.0,0.0,,
다사470478,2023,15.0,36.0,26.0,17.0,0.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
다사473472,2023,7.0,12.0,12.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사457477,2023,16.0,16.0,12.0,14.0,8.0,0.0,6.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,
다사475466,2023,0.0,12.0,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,
다사468474,2023,12.0,0.0,52.0,60.0,26.0,19.0,11.0,13.0,15.0,19.0,6.0,11.0,6.0,0.0,,,,
다사484448,2023,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,,,,
다사489462,2023,14.0,16.0,14.0,7.0,0.0,6.0,11.0,6.0,9.0,13.0,8.0,7.0,,,,0.0,,
다사477451,2023,26.0,19.0,23.0,38.0,59.0,54.0,45.0,46.0,34.0,35.0,12.0,12.0,0.0,0.0,0.0,0.0,,
다사465447,2023,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,11.0,0.0,0.0,,,,
다사464447,2023,13.0,7.0,18.0,17.0,13.0,8.0,20.0,13.0,30.0,23.0,11.0,17.0,0.0,14.0,0.0,0.0,,
다사483443,2023,12.0,18.0,23.0,15.0,11.0,14.0,11.0,15.0,9.0,20.0,9.0,11.0,0.0,6.0,0.0,,,
다사497475,2023,16.0,17.0,24.0,26.0,27.0,29.0,31.0,36.0,27.0,22.0,6.0,6.0,0.0,6.0,,0.0,,
