ocrn_dt,dsp_rqr_tm,spt_frstt_dist,spt_sf_cntr_dist,dth_cnt,injpsn_cnt,emd_nm,ign_htsrc_nm,fc_plc_lclas_nm,fc_plc_mclas_nm,fc_plc_sclas_nm,lon,lat
2022-05-19 17:02,0:03:40,1.0,1.0,0,0,당산동2가,미상,판매/업무시설,판매시설,상가빌딩,126.8920577,37.5235447
2022-12-30 10:15,0:03:23,5.0,2.4,0,0,양평동,과열/ 과부하,자동차/철도차량,자동차,화물자동차,126.8802413,37.5237087
2021-09-30 4:59,0:04:12,2.0,1.9,0,0,양평동1가,미상,주거,공동주택,다세대주택,126.8882962,37.52423353
2023-04-02 12:33,0:03:05,2.5,0.7,0,0,양평동2가,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,다중주택,126.8855173,37.5246111
2023-04-26 12:45,0:04:05,2.0,2.5,0,0,양평동1가,담배꽁초,기타,도로,기타도로,126.8909919,37.52475782
2021-02-18 14:14,0:03:42,2.1,1.8,0,0,양평동1가,과부하/과전류,산업시설,작업장,기타 작업장,126.8903606,37.52475913
2023-01-24 0:01,0:04:06,1.2,2.5,0,0,당산동1가,미상,주거,단독주택,단독주택,126.8982311,37.52266981
2023-05-26 11:39,0:03:01,1.1,1.1,0,0,당산동1가,용접/ 절단/ 연마,주거,단독주택,단독주택,126.8987369,37.5233451
2022-07-11 18:46,0:02:41,1.5,1.6,0,0,당산동3가,접촉불량에 의한 단락,생활서비스,음식점,한식,126.8973165,37.52405593
2021-05-19 8:44,0:03:38,2.1,1.9,0,0,당산동3가,불씨/불꽃/화원방치,자동차/철도차량,자동차,승용자동차,126.8983593,37.5257145
2021-07-29 17:07,0:03:39,2.0,1.8,0,0,당산동3가,기타(부주의),기타,도로,전봇대,126.8985882,37.52592823
2021-07-11 2:20,0:02:40,1.8,1.8,0,0,당산동3가,미확인단락,생활서비스,음식점,한식,126.8984214,37.52634742
2022-05-24 20:41,0:04:02,2.0,1.4,0,0,당산동3가,가스누출(폭발),생활서비스,음식점,일식,126.8973371,37.52664174
2021-02-25 16:08,0:03:54,2.0,1.2,0,0,당산동3가,미상,산업시설,창고시설,기타 창고,126.8973821,37.52681684
2023-12-07 7:55,0:03:05,1.6,1.1,0,0,당산동3가,음식물 조리중,주거,단독주택,다중주택,126.8975715,37.52686079
2021-02-08 9:11,0:06:50,1.8,1.5,0,0,당산동3가,접촉불량에 의한 단락,주거,공동주택,다세대주택,126.8973673,37.52694558
2022-08-21 20:00,0:04:14,1.8,2.2,0,0,당산동2가,음식물 조리중,생활서비스,음식점,한식,126.8928689,37.52361293
2023-02-15 10:00,0:06:15,1.9,2.6,0,0,당산동2가,미확인단락,산업시설,공장시설,그 밖의 공업,126.8936071,37.52399715
2021-02-27 18:17,0:04:05,1.8,1.0,0,0,당산동2가,담배꽁초,기타,야외,기타야외,126.8932135,37.52441405
2023-05-24 16:40,0:03:00,1.7,2.8,0,0,당산동2가,담배꽁초,기타,야외,기타야외,126.8925741,37.52451735
2021-06-17 14:55,0:04:26,1.7,1.6,0,0,당산동3가,트래킹에 의한 단락,판매/업무시설,일반업무,기타 일반업무시설,126.8938627,37.52521589
2022-10-04 3:39,0:03:43,1.7,1.7,0,0,당산동3가,층간단락,판매/업무시설,공공기관,국가 및 지방자치단체 청사,126.8963671,37.52596316
2021-03-16 15:00,0:04:16,2.1,1.5,0,0,당산동3가,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.8953425,37.52716356
2023-03-25 0:39,0:05:00,2.1,1.2,0,0,양평동3가,접촉불량에 의한 단락,산업시설,공장시설,금속기계 및 기구공업,126.893271,37.52861043
2023-07-03 19:08,0:04:46,2.4,0.9,0,0,양평동3가,층간단락,주거,단독주택,단독주택,126.893271,37.52861043
2021-01-11 12:02,0:03:15,2.2,1.3,0,0,양평동3가,용접/ 절단/ 연마,산업시설,공장시설,금속기계 및 기구공업,126.893271,37.52861043
2021-12-08 2:10,0:02:12,2.2,1.6,0,0,양평동3가,방화의심,판매/업무시설,일반업무,일반빌딩,126.8919278,37.52518549
2023-01-26 3:31,0:05:44,2.5,2.0,0,0,양평동3가,미확인단락,집합시설,종교시설,교회,126.8900758,37.52530289
2022-09-30 20:35,0:02:25,2.5,2.5,0,0,양평동2가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.8831159,37.52568013
2023-12-11 20:51,0:05:33,2.4,2.0,0,1,양평동2가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.8831159,37.52568013
2021-11-24 13:22,0:02:06,2.3,2.5,0,0,양평동3가,음식물 조리중,주거,공동주택,아파트,126.8866466,37.52632202
2023-09-15 10:07,0:05:37,2.2,3.1,0,0,양평동3가,음식물 조리중,주거,공동주택,아파트,126.8866466,37.52632202
2021-04-07 12:55,0:03:19,2.3,1.5,0,0,양평동3가,과열/ 과부하,산업시설,공장시설,전기/ 전자공업,126.8890681,37.52662111
2022-04-09 13:59,0:04:30,2.4,2.1,0,0,양평동3가,담배꽁초,생활서비스,일상서비스,고시원(원룸텔),126.8863514,37.52679989
2021-12-26 22:23,0:02:50,2.2,1.5,0,0,양평동3가,미확인단락,판매/업무시설,일반업무,오피스텔,126.8899813,37.52701993
2022-06-02 18:32,0:02:17,2.2,1.8,0,0,양평동3가,과열/ 과부하,판매/업무시설,일반업무,오피스텔,126.8895057,37.52709274
2022-07-26 6:48,0:04:18,1.6,1.6,0,0,당산동3가,과부하/과전류,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),126.8974664,37.52714173
2022-06-01 16:34,0:04:00,1.9,1.5,0,0,당산동3가,미상,기타,야외,기타야외,126.8977059,37.5273416
2021-09-12 11:01,0:03:07,2.0,1.1,0,0,당산동4가,미확인단락,생활서비스,음식점,치킨/족발(휴게),126.8987672,37.52819981
2023-03-23 19:57,0:03:31,3.9,1.8,0,0,당산동4가,담배꽁초,기타,야외,쓰레기,126.8982143,37.52845423
2021-07-12 19:56,0:03:08,2.0,1.2,0,0,당산동4가,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.8989782,37.52974593
2022-04-30 0:29,0:03:35,1.8,0.8,0,0,당산동4가,자동제어 실패,주거,공동주택,아파트,126.899629,37.53059009
2021-02-16 16:56,0:01:49,3.3,1.0,0,0,당산동5가,가연물 근접방치,생활서비스,일상서비스,고시원(원룸텔),126.897021,37.53224857
2021-09-18 14:22,0:04:59,2.8,1.0,0,0,당산동5가,담배꽁초,기타,야외,기타야외,126.8973469,37.532314
2023-11-20 13:01,0:01:56,2.7,0.6,0,1,양평동4가,기타,자동차/철도차량,자동차,승용자동차,126.8968821,37.53382592
2023-08-04 5:38,0:02:39,3.0,0.5,0,0,양평동4가,불씨/불꽃/화원방치,판매/업무시설,일반업무,오피스텔,126.8972955,37.53477846
2021-04-28 14:50,0:01:52,3.4,1.5,0,0,여의도동,과열/ 과부하,판매/업무시설,일반업무,금융기관(농협 등),126.92815,37.52183747
2021-09-19 15:06,0:03:26,4.0,1.2,0,1,여의도동,절연열화에 의한 단락,주거,공동주택,아파트,126.9351413,37.52186242
2021-10-11 18:08,0:02:45,2.0,1.1,0,0,여의도동,접촉불량에 의한 단락,생활서비스,음식점,한식,126.9300487,37.52201638
2023-07-12 9:12,0:13:38,2.9,1.0,0,0,여의도동,가연물 근접방치,판매/업무시설,일반업무,금융기관(농협 등),126.9300487,37.52201638
2023-07-14 13:03,0:02:55,3.2,1.2,0,0,여의도동,미확인단락,판매/업무시설,판매시설,상가빌딩,126.9324829,37.52214313
2023-03-04 18:46,0:03:09,2.6,1.1,0,0,여의도동,담배꽁초,기타,야외,쓰레기,126.9262252,37.5223003
2023-04-07 20:24,0:03:20,2.2,0.7,0,0,여의도동,기기(전기/ 기계 등) 사용.설치부주의,기타서비스,기타건축물,노상매점,126.9252688,37.52250819
2023-08-30 20:19,0:04:46,4.5,2.0,0,0,여의도동,불씨/불꽃/화원방치,기타,야외,기타야외,126.9415751,37.52283724
2023-08-07 21:20,0:06:39,4.0,2.0,0,0,여의도동,기타(전기적요인),생활서비스,음식점,한식,126.9415751,37.52283724
2022-02-22 21:40,0:02:56,3.0,1.2,0,0,여의도동,담배꽁초,판매/업무시설,일반업무,오피스텔,126.9242856,37.52294518
2022-03-11 12:50,0:04:59,2.2,1.0,0,0,여의도동,미상,임야,들불,기타 들불,126.9193862,37.5187201
2021-01-20 23:58,0:01:58,3.0,1.0,0,0,여의도동,미상,임야,들불,기타 들불,126.9185836,37.52121777
2023-05-25 23:18,0:02:30,1.9,0.9,0,0,여의도동,담배꽁초,기타,야외,쓰레기,126.9185836,37.52121777
2021-09-24 11:08,0:04:59,1.8,1.8,0,0,영등포동2가,미확인단락,판매/업무시설,일반업무,신문사,126.9129843,37.52146543
2021-03-30 22:26,0:02:41,3.2,1.6,0,0,여의도동,과열/ 과부하,기타,도로,가로등,126.9148085,37.524
2023-11-06 8:57,0:06:49,2.5,1.9,0,0,여의도동,과열/ 과부하,자동차/철도차량,자동차,승용자동차,126.9167168,37.52596989
2023-11-02 20:33,0:02:43,2.2,1.7,0,0,여의도동,담배꽁초,기타,야외,기타야외,126.9167168,37.52596989
2023-12-10 0:11,0:01:45,2.5,1.2,0,0,여의도동,담배꽁초,기타,야외,쓰레기,126.9187105,37.52610814
2023-05-31 3:00,0:00:00,0.0,0.0,0,1,여의도동,과열/ 과부하,판매/업무시설,일반업무,오피스텔,126.9187105,37.52610814
2021-10-17 0:37,0:03:53,2.6,2.0,0,0,여의도동,방화,판매/업무시설,일반업무,일반회사,126.9168952,37.52787086
2021-08-20 18:36,0:03:13,3.7,1.2,0,0,여의도동,미상,주거,공동주택,아파트,126.9311803,37.5231724
2022-07-06 3:12,0:04:50,3.1,2.1,0,0,여의도동,음식물 조리중,생활서비스,음식점,한식,126.923451,37.52336677
2021-05-25 22:28,0:02:26,3.0,1.0,0,0,여의도동,미상,판매/업무시설,일반업무,일반빌딩,126.923451,37.52336677
2022-07-17 15:17,0:02:48,2.4,1.3,0,0,여의도동,용접/ 절단/ 연마,판매/업무시설,일반업무,오피스텔,126.9254819,37.523628
2023-01-18 19:54,0:03:08,3.0,1.8,0,0,여의도동,미확인단락,주거,공동주택,주상복합아파트,126.9298175,37.5241002
2023-10-23 13:21,0:03:17,3.1,1.2,0,0,여의도동,미확인단락,주거,공동주택,아파트,126.9330953,37.52426326
2022-04-14 12:57,0:03:46,2.2,1.8,0,0,여의도동,용접/ 절단/ 연마,판매/업무시설,일반업무,일반빌딩,126.9232706,37.52432676
2022-05-21 17:38,0:03:04,3.3,1.1,0,0,여의도동,기타(전기적요인),교육시설,학교,고등학교,126.9342192,37.52505101
2023-08-21 0:28,0:03:21,2.6,0.9,0,0,여의도동,기기(전기/ 기계 등) 사용.설치부주의,판매/업무시설,숙박시설,호텔,126.9248767,37.52517752
2022-10-30 19:00,0:03:55,3.2,1.9,0,2,여의도동,절연열화에 의한 단락,판매/업무시설,일반업무,일반빌딩,126.9248767,37.52517752
2023-11-02 14:28,0:03:52,2.4,1.9,0,1,여의도동,기기(전기/ 기계 등) 사용.설치부주의,판매/업무시설,숙박시설,호텔,126.9248767,37.52517752
2023-11-13 18:38,0:03:53,2.4,1.9,0,0,여의도동,음식물 조리중,판매/업무시설,판매시설,쇼핑센터,126.9248767,37.52517752
2023-06-27 18:02,0:04:56,2.8,1.8,0,0,여의도동,담배꽁초,판매/업무시설,판매시설,백화점,126.9291128,37.52519132
2023-02-11 18:00,0:03:55,2.8,1.7,0,0,여의도동,음식물 조리중,주거,공동주택,아파트,126.9296087,37.52705074
2023-03-30 11:55,0:04:02,3.4,0.7,0,0,여의도동,담배꽁초,기타,야외,쓰레기,126.932864,37.52708516
2021-05-22 18:41,0:02:56,3.0,1.7,0,0,여의도동,담배꽁초,기타,야외,기타야외,126.932864,37.52708516
2021-05-02 14:06,0:02:43,3.7,1.8,0,0,여의도동,불씨/불꽃/화원방치,기타,야외,기타야외,126.932305,37.52720251
2021-07-18 14:43,0:02:04,2.7,1.7,0,0,여의도동,과부하/과전류,자동차/철도차량,자동차,소형 승합차,126.9285161,37.52795712
2021-08-15 14:31,0:04:51,2.5,1.2,0,0,여의도동,미상,자동차/철도차량,자동차,특수자동차,126.9285161,37.52795712
2022-11-03 10:05,0:03:38,2.3,1.2,0,0,여의도동,과열/ 과부하,자동차/철도차량,건설기계,덤프트럭,126.9285161,37.52795712
2021-12-03 22:42,0:02:32,2.0,2.0,0,0,영등포동7가,미확인단락,의료/복지시설,의료시설,종합병원,126.9103176,37.52343924
2021-11-02 18:32,0:03:58,1.6,1.6,0,0,영등포동7가,기기(전기/ 기계 등) 사용.설치부주의,판매/업무시설,일반업무,오피스텔,126.9093224,37.52359715
2022-09-26 19:15,0:02:58,1.5,1.5,0,0,영등포동7가,담배꽁초,생활서비스,일상서비스,일반상점,126.9099967,37.52391149
2021-05-17 14:45,0:02:59,2.3,1.9,0,0,영등포동7가,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.911351,37.52424165
2021-11-14 19:45,0:02:46,3.8,2.5,0,0,영등포동7가,미상,자동차/철도차량,자동차,승용자동차,126.910894,37.52481299
2021-12-28 7:54,0:07:19,1.5,1.5,0,0,영등포동7가,미확인단락,판매/업무시설,일반업무,일반회사,126.9087241,37.52549141
2022-12-19 18:55,0:02:31,2.0,2.0,0,0,영등포동7가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.9089435,37.52553717
2023-05-12 18:17,0:04:52,2.0,2.0,0,0,영등포동7가,기기(전기/ 기계 등) 사용.설치부주의,집합시설,종교시설,기타 종교시설,126.9096463,37.52587576
2023-06-03 7:42,0:03:47,2.0,2.8,0,0,당산동,미확인단락,판매/업무시설,일반업무,오피스텔,126.9087176,37.5273781
2023-07-19 21:58,0:06:00,3.8,3.0,0,0,여의도동,압착/손상에 의한 단락,기타서비스,기타건축물,공중화장실,126.9115844,37.53481462
2022-08-26 8:43,0:04:40,2.7,1.8,0,0,여의도동,과열/ 과부하,자동차/철도차량,자동차,화물자동차,126.9285161,37.52795712
2023-01-29 21:30,0:04:51,3.0,2.5,0,0,여의도동,미상,기타,야외,쓰레기,126.9308198,37.52806977
2021-06-13 0:06,0:02:05,2.9,2.2,0,0,여의도동,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.9308198,37.52806977
2023-06-27 3:14,0:05:35,3.4,2.4,0,0,여의도동,음식물 조리중,판매/업무시설,일반업무,오피스텔,126.9245375,37.52976242
2023-11-28 23:36,0:04:40,3.0,2.6,0,0,여의도동,담배꽁초,기타,야외,쓰레기,126.9244157,37.53071271
2023-10-12 18:32,0:03:58,2.3,2.1,0,0,여의도동,기타(부주의),자동차/철도차량,자동차,화물자동차,126.9181384,37.52912655
2022-01-20 8:41,0:04:15,2.3,2.1,0,0,여의도동,미상,판매/업무시설,일반업무,일반빌딩,126.9181384,37.52912655
2022-07-06 2:58,0:04:30,2.2,2.8,0,0,여의도동,용접/ 절단/ 연마,판매/업무시설,일반업무,일반빌딩,126.9190282,37.52918879
2021-07-31 2:44,0:04:55,3.0,2.0,0,0,여의도동,미확인단락,판매/업무시설,일반업무,일반빌딩,126.9198726,37.52936624
2023-08-26 2:55,0:03:42,2.9,2.2,0,0,여의도동,미상,판매/업무시설,일반업무,일반회사,126.9199072,37.52999489
2022-08-26 0:10,0:03:08,2.9,2.2,0,0,여의도동,층간단락,판매/업무시설,숙박시설,호텔,126.9205135,37.5303648
2023-04-12 19:04,0:03:59,3.1,1.8,0,0,여의도동,기기(전기/ 기계 등) 사용.설치부주의,주거,공동주택,주상복합아파트,126.9210835,37.53092939
2023-08-02 12:56,0:04:21,3.2,2.1,0,0,여의도동,미상,판매/업무시설,일반업무,오피스텔,126.9210835,37.53092939
2023-06-07 9:03,0:09:29,3.3,1.5,0,0,여의도동,오일/연료누설,자동차/철도차량,자동차,승용자동차,126.9164039,37.53291197
2022-01-30 14:12,0:04:21,2.7,2.3,0,0,여의도동,과열/ 과부하,판매/업무시설,일반업무,기타 일반업무시설,126.9164039,37.53291197
2022-08-17 21:42,0:02:27,0.6,0.6,0,0,영등포동6가,담배꽁초,기타서비스,기타건축물,기타 건축물,126.9015284,37.52095836
2022-06-14 23:57,0:01:42,1.5,1.8,0,0,당산동1가,미상,산업시설,작업장,기타 작업장,126.9004039,37.52110951
2023-10-19 8:28,0:02:53,0.7,2.0,0,0,당산동1가,절연열화에 의한 단락,판매/업무시설,판매시설,시장,126.9009551,37.52140613
2021-05-25 9:59,0:02:00,1.0,1.0,0,0,당산동1가,가연물 근접방치,주거,공동주택,다세대주택,126.9002733,37.52147277
2021-07-04 16:00,0:02:52,1.7,1.7,0,0,당산동1가,음식물 조리중,주거,단독주택,다가구주택,126.900391,37.52151513
2023-02-16 22:56,0:02:11,0.8,0.8,0,0,당산동1가,음식물 조리중,주거,공동주택,다세대주택,126.9007962,37.52197282
2022-09-03 1:16,0:02:27,0.8,2.3,0,0,당산동3가,절연열화에 의한 단락,판매/업무시설,일반업무,오피스텔,126.9010394,37.52345643
2023-05-09 18:18,0:04:27,1.0,1.2,0,0,당산동3가,음식물 조리중,주거,공동주택,아파트,126.9000133,37.52481788
2022-01-07 18:21,0:04:05,1.3,1.3,0,0,당산동3가,절연열화에 의한 단락,주거,공동주택,아파트,126.9000133,37.52481788
2023-08-05 21:18,0:03:26,0.9,0.9,0,0,당산동3가,음식물 조리중,주거,공동주택,아파트,126.9000133,37.52481788
2021-08-13 18:11,0:04:23,1.2,1.2,0,0,영등포동5가,기타(전기적요인),생활서비스,음식점,한식,126.9053944,37.5209635
2023-11-17 0:32,0:03:06,1.4,1.4,0,0,영등포동6가,음식물 조리중,판매/업무시설,일반업무,오피스텔,126.9036247,37.52097297
2021-02-06 0:50,0:02:11,1.0,1.0,0,0,영등포동6가,방화의심,주거,공동주택,다세대주택,126.9033534,37.5220481
2022-02-20 0:10,0:03:19,1.0,1.0,0,0,영등포동6가,담배꽁초,기타,야외,쓰레기,126.9047514,37.52249577
2022-11-09 20:47,0:00:52,0.6,0.6,0,0,영등포동6가,과열/ 과부하,판매/업무시설,일반업무,오피스텔,126.9047514,37.52249577
2022-04-03 22:21,0:04:18,1.1,1.1,0,0,영등포동6가,압착/손상에 의한 단락,주거,공동주택,기타 공동주택,126.9031506,37.52253051
2022-07-30 18:29,0:06:47,1.1,1.1,0,0,영등포동7가,절연열화에 의한 단락,교육시설,학교,초등학교,126.9036957,37.5241433
2022-08-01 7:24,0:02:24,1.0,1.0,0,0,영등포동7가,접촉불량에 의한 단락,주거,공동주택,아파트,126.9031483,37.52446352
2021-06-21 21:32,0:03:09,1.5,1.5,0,0,영등포동7가,가스누출(폭발),생활서비스,음식점,한식,126.9051013,37.5245653
2023-01-05 22:38,0:04:07,1.4,1.4,0,0,영등포동7가,기기(전기/ 기계 등) 사용.설치부주의,생활서비스,음식점,일반주점,126.9051509,37.52500899
2021-07-06 21:10,0:03:45,1.5,1.5,0,0,영등포동5가,음식물 조리중,주거,공동주택,아파트,126.9068069,37.5222008
2023-10-11 14:49,0:05:00,1.6,1.6,0,0,영등포동7가,담배꽁초,판매/업무시설,일반업무,오피스텔,126.9085965,37.52364146
2022-10-18 7:41,0:04:54,1.5,1.5,0,0,영등포동7가,담배꽁초,기타,야외,쓰레기,126.9076019,37.52555081
2022-09-06 21:29,0:04:37,1.6,1.6,0,0,영등포동8가,가연물 근접방치,의료/복지시설,의료시설,병원,126.9061563,37.52604198
2023-09-30 16:11,0:04:16,2.3,1.5,0,0,당산동,담배꽁초,기타,야외,쓰레기,126.9078732,37.52797445
2021-04-21 18:18,0:01:39,2.0,2.5,0,0,당산동,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.9074896,37.52868044
2023-02-08 8:34,0:05:56,2.5,1.6,0,0,당산동,미상,판매/업무시설,일반업무,오피스텔,126.9071819,37.52990773
2023-03-15 12:53,0:00:56,1.0,0.6,0,0,당산동,미확인단락,주거,공동주택,아파트,126.9080121,37.5305725
2022-11-17 13:48,0:03:13,2.4,1.5,0,0,당산동,가연물 근접방치,자동차/철도차량,자동차,승용자동차,126.9080121,37.5305725
2021-11-06 9:02,0:02:33,2.2,1.3,0,0,당산동6가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.9056684,37.5323231
2021-02-08 10:56,0:04:53,1.3,1.9,0,0,당산동3가,음식물 조리중,주거,공동주택,아파트,126.9016951,37.52519492
2022-09-24 0:19,0:04:01,1.3,1.9,0,0,당산동4가,음식물 조리중,주거,공동주택,기타 공동주택,126.902504,37.52721789
2023-02-19 6:30,0:03:01,1.7,0.9,0,0,당산동4가,담배꽁초,주거,단독주택,다가구주택,126.9002569,37.52864446
2022-05-18 15:15,0:02:33,1.7,1.2,0,0,당산동4가,담배꽁초,판매/업무시설,판매시설,상가빌딩,126.9003345,37.52874616
2022-01-26 9:49,0:05:00,1.7,1.7,0,0,당산동4가,음식물 조리중,산업시설,작업장,기타 작업장,126.9003345,37.52874616
2021-07-20 12:08,0:03:53,1.6,1.0,0,0,당산동5가,미확인단락,주거,공동주택,아파트,126.9028128,37.5304831
2023-12-09 21:05,0:01:44,2.1,0.8,0,0,당산동5가,가연물 근접방치,판매/업무시설,일반업무,오피스텔,126.9001276,37.53281392
2021-01-31 9:52,0:04:50,2.4,1.0,0,0,당산동5가,기타(전기적요인),주거,공동주택,아파트,126.902834,37.53293123
2023-04-02 13:38,0:04:59,2.7,1.0,0,0,당산동5가,담배꽁초,기타,야외,쓰레기,126.9005103,37.53323429
2023-01-18 1:01,0:02:25,2.8,0.7,0,0,당산동5가,담배꽁초,생활서비스,음식점,한식,126.9004701,37.5338582
2021-09-11 23:28,0:04:17,1.5,1.5,0,0,영등포동8가,담배꽁초,기타,야외,쓰레기,126.9037527,37.52626503
2023-04-12 0:47,0:05:12,1.5,2.0,0,0,영등포동8가,음식물 조리중,판매/업무시설,일반업무,오피스텔,126.9052311,37.5267661
2023-07-24 13:13,0:04:21,1.1,1.1,0,0,영등포동8가,층간단락,판매/업무시설,일반업무,오피스텔,126.9052311,37.5267661
2023-06-13 15:13,0:03:19,2.0,2.0,0,0,영등포동8가,담배꽁초,생활서비스,일상서비스,기타 일상서비스,126.9042134,37.52855097
2021-05-01 8:21,0:01:15,1.9,1.4,0,0,영등포동8가,용접/ 절단/ 연마,산업시설,공장시설,그 밖의 공업,126.9046079,37.52904477
2022-05-15 13:13,0:03:51,1.7,1.7,0,0,영등포동8가,과열/ 과부하,자동차/철도차량,자동차,버스,126.90508,37.52995985
2023-01-15 20:29,0:01:44,2.0,0.8,0,0,당산동6가,담배꽁초,판매/업무시설,일반업무,오피스텔,126.9051983,37.53255356
2022-02-03 18:07,0:02:10,2.3,1.4,0,0,당산동6가,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.9045002,37.53288556
2022-06-29 19:14,0:04:03,2.2,1.0,0,0,당산동6가,과부하/과전류,주거,공동주택,연립주택,126.9047775,37.53311689
2022-02-22 22:12,0:02:57,2.3,1.0,0,0,당산동6가,담배꽁초,기타,야외,쓰레기,126.9035723,37.53332179
2021-03-23 3:59,0:01:12,2.2,1.0,0,0,당산동6가,기기(전기/ 기계 등) 사용.설치부주의,주거,단독주택,단독주택,126.9049232,37.53405486
2021-07-11 0:15,0:01:52,1.0,1.0,0,0,당산동6가,음식물 조리중,주거,공동주택,다세대주택,126.9042092,37.53411573
2022-06-04 23:43,0:02:39,2.4,0.7,0,0,당산동6가,담배꽁초,판매/업무시설,일반업무,일반빌딩,126.9039744,37.53421321
2021-07-14 16:27,0:02:35,2.5,1.1,0,0,당산동6가,미상,주거,단독주택,단독주택,126.9044887,37.5343868
2023-10-15 23:41,0:05:34,3.0,1.8,0,3,당산동6가,트래킹에 의한 단락,주거,단독주택,기타 단독주택,126.9032203,37.53444775
2023-08-26 15:11,0:04:41,2.9,1.6,0,0,당산동6가,쓰레기 소각,기타,야외,쓰레기,126.9043151,37.53445955
2022-01-03 3:22,0:02:38,2.8,0.6,0,0,당산동6가,음식물 조리중,생활서비스,음식점,한식,126.9036516,37.53485707
2023-02-20 11:50,0:02:02,2.2,0.6,0,0,당산동6가,누전/지락,생활서비스,음식점,한식,126.9028656,37.53561786
2023-06-22 18:33,0:05:02,2.6,0.9,0,0,당산동,쓰레기 소각,기타,야외,쓰레기,126.9031655,37.53799
2022-05-14 17:54,0:02:43,3.3,1.2,0,0,당산동,담배꽁초,기타,야외,기타야외,126.903165,37.537992
2021-01-20 3:25,0:02:10,2.6,0.5,0,0,당산동6가,담배꽁초,기타,야외,쓰레기,126.9025731,37.53408772
2022-11-22 2:38,0:04:51,2.6,0.5,0,1,당산동6가,과열/ 과부하,생활서비스,음식점,횟집,126.9027048,37.53414937
2023-02-18 4:12,0:01:40,2.8,0.3,0,0,당산동5가,미상,기타,야외,쓰레기,126.9007377,37.53425666
2022-12-02 22:33,0:01:34,2.8,0.3,0,0,당산동5가,접촉불량에 의한 단락,교육시설,연구/학원,예체능학원,126.8999232,37.53463124
2022-02-18 8:45,0:04:32,2.6,0.5,0,0,당산동6가,노후,운수자동차시설,역사/터미널,지하철역사,126.9027307,37.53495687
2023-11-08 20:33,0:01:52,2.7,0.7,0,0,당산동6가,음식물 조리중,생활서비스,음식점,한식,126.9024213,37.53499157
2023-12-13 4:00,0:02:26,2.3,1.2,0,0,당산동6가,미확인단락,주거,단독주택,다중주택,126.9020834,37.53512076
2022-03-06 5:06,0:04:12,2.6,0.2,0,0,당산동6가,담배꽁초,기타,야외,쓰레기,126.9003804,37.53590564
2023-02-13 12:23,0:06:31,5.7,5.0,0,0,당산동,담배꽁초,기타,야외,기타야외,126.9008692,37.54011868
2023-04-14 19:49,0:06:24,3.3,1.2,0,0,당산동,담배꽁초,기타,야외,쓰레기,126.9008692,37.54011868
2023-11-17 17:21,0:02:39,2.2,1.0,0,0,당산동4가,불씨/불꽃/화원방치,생활서비스,음식점,커피숍/다방/카페,126.8967889,37.52867933
2021-09-27 12:15,0:01:23,2.3,1.1,0,0,양평동3가,미확인단락,판매/업무시설,일반업무,일반빌딩,126.8923947,37.5286873
2023-06-08 8:12,0:04:10,3.0,1.0,0,0,양평동3가,음식물 조리중,주거,공동주택,아파트,126.8937947,37.53200749
2022-05-12 1:55,0:02:17,2.8,0.6,0,0,양평동3가,접촉불량에 의한 단락,주거,공동주택,아파트,126.8958797,37.53243219
2021-08-17 10:26,0:02:22,2.8,0.8,0,0,양평동3가,불씨/불꽃/화원방치,주거,공동주택,아파트,126.8958797,37.53243219
2021-09-27 23:13,0:02:27,2.7,0.5,0,0,양평동3가,담배꽁초,기타,야외,쓰레기,126.8958797,37.53243219
2021-04-01 22:49,0:01:51,3.1,1.0,0,0,양평동3가,담배꽁초,기타,야외,기타야외,126.8943007,37.53328647
2021-09-15 10:00,0:03:39,3.2,1.5,0,0,양평동3가,담배꽁초,기타,야외,쓰레기,126.8923263,37.53397314
2023-10-12 15:24,0:05:00,3.2,1.5,0,0,양평동4가,담배꽁초,판매/업무시설,일반업무,일반회사,126.8956081,37.53404095
2023-03-26 19:40,0:02:00,3.2,0.7,0,0,양평동4가,음식물 조리중,판매/업무시설,판매시설,상가빌딩,126.8944285,37.53440211
2023-08-08 10:17,0:02:25,2.3,1.8,0,0,양평동3가,기기(전기/ 기계 등) 사용.설치부주의,주거,공동주택,주상복합아파트,126.8872444,37.52739595
2022-01-22 11:02,0:07:00,2.5,2.6,0,0,양평동3가,기기(전기/ 기계 등) 사용.설치부주의,판매/업무시설,일반업무,오피스텔,126.8877081,37.52752641
2023-12-10 11:08,0:05:00,2.3,2.8,0,0,양평동3가,기기(전기/ 기계 등) 사용.설치부주의,판매/업무시설,일반업무,오피스텔,126.8880762,37.52753189
